Gmina,Powiat,Województwo,Robert BIEDROŃ,Krzysztof BOSAK,Andrzej Sebastian DUDA,Szymon Franciszek HOŁOWNIA,Marek JAKUBIAK,Władysław Marcin KOSINIAK-KAMYSZ,Mirosław Mariusz PIOTROWSKI,Paweł Jan TANAJNO,Rafał Kazimierz TRZASKOWSKI,Waldemar Włodzimierz WITKOWSKI,Stanisław Józef ŻÓŁTEK
gm. Brańsk,bielski,podlaskie,11,154,2440,155,6,53,7,2,108,0,8
gm. Orla,bielski,podlaskie,40,52,349,394,0,28,1,3,283,1,4
gm. Rudka,bielski,podlaskie,2,49,683,99,1,29,1,0,78,1,0
gm. Wyszki,bielski,podlaskie,18,100,1711,172,2,52,0,0,132,1,1
m. Grajewo,grajewski,podlaskie,122,834,4936,1256,13,180,7,18,2019,5,16
gm. Grajewo,grajewski,podlaskie,17,173,1514,254,8,122,1,3,223,1,3
gm. Radziłów,grajewski,podlaskie,11,126,1554,112,1,57,2,2,126,3,6
gm. Rajgród,grajewski,podlaskie,23,181,1220,288,3,65,2,2,494,0,0
gm. Szczuczyn,grajewski,podlaskie,24,109,1703,302,5,132,3,5,305,1,5
gm. Wąsosz,grajewski,podlaskie,15,73,1190,108,0,61,2,2,122,1,2
m. Hajnówka,hajnowski,podlaskie,290,609,2711,2987,14,178,11,7,2895,7,17
gm. Białowieża,hajnowski,podlaskie,59,97,333,263,0,40,3,4,496,4,6
gm. Czeremcha,hajnowski,podlaskie,44,114,549,263,2,36,3,0,320,1,1
gm. Czyże,hajnowski,podlaskie,17,30,236,307,1,19,2,1,167,1,1
gm. Dubicze Cerkiewne,hajnowski,podlaskie,30,33,298,196,2,18,1,1,167,1,6
gm. Hajnówka,hajnowski,podlaskie,44,103,542,579,4,54,5,2,383,0,6
gm. Kleszczele,hajnowski,podlaskie,27,66,473,284,2,27,3,1,216,2,2
gm. Narew,hajnowski,podlaskie,35,66,523,435,2,30,1,2,348,0,4
gm. Narewka,hajnowski,podlaskie,58,97,512,459,3,50,0,3,464,1,3
m. Kolno,kolneński,podlaskie,64,434,2509,494,7,120,4,3,820,4,7
gm. Grabowo,kolneński,podlaskie,23,90,1102,123,1,47,2,0,113,1,1
gm. Kolno,kolneński,podlaskie,27,356,2800,219,3,133,4,1,302,4,9
gm. Mały Płock,kolneński,podlaskie,10,136,1569,150,1,66,0,3,174,0,3
gm. Stawiski,kolneński,podlaskie,19,162,1931,186,6,93,3,2,186,2,4
gm. Turośl,kolneński,podlaskie,18,167,1535,185,1,90,5,2,192,1,4
gm. Jedwabne,łomżyński,podlaskie,14,177,1898,147,5,45,1,2,161,0,10
gm. Łomża,łomżyński,podlaskie,53,485,3345,649,15,136,4,3,864,2,15
gm. Miastkowo,łomżyński,podlaskie,12,109,1358,179,1,39,2,2,137,0,3
gm. Nowogród,łomżyński,podlaskie,10,178,1214,220,1,34,1,2,259,2,4
gm. Piątnica,łomżyński,podlaskie,43,384,2966,415,13,115,7,6,536,4,2
gm. Przytuły,łomżyński,podlaskie,4,53,795,31,2,14,1,0,37,0,0
gm. Śniadowo,łomżyński,podlaskie,17,238,1899,158,7,73,2,0,200,1,3
gm. Wizna,łomżyński,podlaskie,13,129,1405,126,3,44,1,2,145,3,3
gm. Zbójna,łomżyński,podlaskie,16,104,1207,182,3,62,0,3,182,0,6
gm. Goniądz,moniecki,podlaskie,32,134,1345,283,2,58,1,2,352,1,4
gm. Jasionówka,moniecki,podlaskie,6,84,831,157,3,34,1,2,141,0,5
gm. Jaświły,moniecki,podlaskie,11,150,1471,206,5,63,3,5,164,0,1
gm. Knyszyn,moniecki,podlaskie,15,163,1290,303,7,47,1,2,272,2,2
gm. Krypno,moniecki,podlaskie,19,141,1063,229,0,43,0,2,188,1,5
gm. Mońki,moniecki,podlaskie,82,543,3431,905,10,163,4,10,1037,3,14
gm. Trzcianne,moniecki,podlaskie,9,89,1420,116,3,47,0,3,114,1,1
m. Sejny,sejneński,podlaskie,43,153,1000,344,7,69,5,3,724,2,2
gm. Giby,sejneński,podlaskie,33,85,657,201,3,45,1,5,368,2,4
gm. Krasnopol,sejneński,podlaskie,19,142,867,222,3,46,4,5,334,0,3
gm. Puńsk,sejneński,podlaskie,24,70,604,331,3,79,2,3,501,8,7
gm. Sejny,sejneński,podlaskie,37,115,837,230,5,82,2,0,421,2,1
m. Siemiatycze,siemiatycki,podlaskie,128,570,2921,1065,15,166,8,11,1679,13,15
gm. Drohiczyn,siemiatycki,podlaskie,37,198,1890,248,4,133,4,1,361,4,9
gm. Dziadkowice,siemiatycki,podlaskie,10,84,854,116,2,54,0,3,105,0,3
gm. Grodzisk,siemiatycki,podlaskie,22,137,1250,171,1,68,8,0,208,0,3
gm. Mielnik,siemiatycki,podlaskie,34,73,530,228,2,31,1,1,288,2,5
gm. Milejczyce,siemiatycki,podlaskie,15,43,329,163,2,28,0,0,177,1,1
gm. Nurzec-Stacja,siemiatycki,podlaskie,24,117,709,221,2,62,3,3,330,4,2
gm. Perlejewo,siemiatycki,podlaskie,9,84,948,53,4,76,6,1,83,0,0
gm. Siemiatycze,siemiatycki,podlaskie,46,208,1261,387,7,72,3,7,490,2,5
gm. Dąbrowa Białostocka,sokólski,podlaskie,77,424,3096,667,13,131,7,4,674,8,9
gm. Janów,sokólski,podlaskie,16,140,1070,249,2,58,0,4,198,2,8
gm. Korycin,sokólski,podlaskie,8,142,861,152,2,64,0,2,147,0,1
gm. Krynki,sokólski,podlaskie,24,118,687,203,1,22,2,1,316,2,4
gm. Kuźnica,sokólski,podlaskie,19,159,1193,236,1,37,0,0,206,2,3
gm. Nowy Dwór,sokólski,podlaskie,8,57,793,134,0,35,0,0,120,0,3
gm. Sidra,sokólski,podlaskie,10,98,903,243,3,14,1,0,141,0,3
gm. Sokółka,sokólski,podlaskie,120,893,5792,1807,11,210,5,7,2364,5,28
gm. Suchowola,sokólski,podlaskie,32,199,1992,345,1,90,3,3,321,4,9
gm. Szudziałowo,sokólski,podlaskie,12,81,674,170,4,30,3,2,211,0,2
gm. Bakałarzewo,suwalski,podlaskie,21,120,746,195,3,31,5,4,244,3,3
gm. Filipów,suwalski,podlaskie,23,121,1134,236,3,42,3,6,292,3,6
gm. Jeleniewo,suwalski,podlaskie,21,105,887,204,1,56,2,1,284,1,4
gm. Przerośl,suwalski,podlaskie,17,95,825,125,2,46,2,4,163,1,5
gm. Raczki,suwalski,podlaskie,34,222,1622,322,4,96,2,6,393,1,6
gm. Rutka-Tartak,suwalski,podlaskie,13,96,662,117,2,38,1,2,208,0,2
gm. Suwałki,suwalski,podlaskie,70,310,1802,572,7,116,3,11,947,2,7
gm. Szypliszki,suwalski,podlaskie,30,153,852,248,3,50,1,5,341,3,6
gm. Wiżajny,suwalski,podlaskie,27,70,695,159,2,32,0,1,191,0,0
m. Wysokie Mazowieckie,wysokomazowiecki,podlaskie,64,430,2552,546,4,137,4,6,950,5,12
gm. Ciechanowiec,wysokomazowiecki,podlaskie,48,221,2725,456,7,83,2,4,533,1,7
gm. Czyżew,wysokomazowiecki,podlaskie,34,172,2327,256,5,90,4,2,294,4,9
gm. Klukowo,wysokomazowiecki,podlaskie,12,119,1941,107,7,80,1,2,93,0,3
gm. Kobylin-Borzymy,wysokomazowiecki,podlaskie,9,88,1383,85,1,22,1,0,51,1,7
gm. Kulesze Kościelne,wysokomazowiecki,podlaskie,8,133,1434,66,2,41,1,1,47,0,0
gm. Nowe Piekuty,wysokomazowiecki,podlaskie,11,119,1672,131,4,72,1,0,105,1,6
gm. Sokoły,wysokomazowiecki,podlaskie,21,205,2211,198,5,57,6,1,162,2,5
gm. Szepietowo,wysokomazowiecki,podlaskie,24,244,2423,331,4,111,6,5,363,2,4
gm. Wysokie Mazowieckie,wysokomazowiecki,podlaskie,18,222,1937,185,4,87,5,1,183,0,6
m. Zambrów,zambrowski,podlaskie,131,783,5264,1142,14,240,10,17,2064,5,23
gm. Kołaki Kościelne,zambrowski,podlaskie,5,99,1014,86,1,23,1,2,59,0,1
gm. Rutki,zambrowski,podlaskie,21,144,1991,202,4,56,6,0,272,2,2
gm. Szumowo,zambrowski,podlaskie,13,142,1686,170,2,98,2,4,195,4,6
gm. Zambrów,zambrowski,podlaskie,36,341,3124,388,4,136,6,1,657,3,8
m. Białystok,Białystok,podlaskie,3117,12302,55948,32712,307,1982,160,240,38727,199,419
m. Łomża,Łomża,podlaskie,410,2241,14235,3685,64,506,35,34,6583,30,49
m. Suwałki,Suwałki,podlaskie,594,2720,13870,4703,54,550,31,53,8744,34,82
gm. Borzytuchom,bytowski,pomorskie,42,121,596,253,1,36,0,2,391,2,2
gm. Bytów,bytowski,pomorskie,256,803,4566,1855,14,210,10,17,3959,10,28
gm. Czarna Dąbrówka,bytowski,pomorskie,52,151,1437,256,2,61,0,4,643,2,4
gm. Kołczygłowy,bytowski,pomorskie,73,132,778,265,1,48,0,1,445,2,2
gm. Lipnica,bytowski,pomorskie,34,145,1638,315,4,92,4,0,474,3,5
gm. Miastko,bytowski,pomorskie,236,466,3020,1285,14,188,4,10,2586,3,9
gm. Parchowo,bytowski,pomorskie,37,111,1131,266,2,41,3,0,422,1,4
gm. Studzienice,bytowski,pomorskie,41,134,808,329,2,40,1,3,545,0,3
gm. Trzebielino,bytowski,pomorskie,40,78,574,181,1,34,1,4,495,1,3
gm. Tuchomie,bytowski,pomorskie,28,132,827,227,5,41,0,1,452,3,3
m. Chojnice,chojnicki,pomorskie,416,1160,7088,2938,17,335,24,28,6707,12,31
gm. Brusy,chojnicki,pomorskie,83,519,4218,988,10,162,3,7,1274,3,21
gm. Chojnice,chojnicki,pomorskie,177,571,3835,1495,15,222,7,9,2729,8,19
gm. Czersk,chojnicki,pomorskie,161,584,5281,1285,11,201,17,12,2017,11,13
gm. Konarzyny,chojnicki,pomorskie,14,75,537,266,2,31,3,2,199,0,7
m. Człuchów,człuchowski,pomorskie,169,359,2086,965,6,137,9,15,2773,9,13
gm. Czarne,człuchowski,pomorskie,98,196,1605,656,7,92,6,6,1524,9,10
gm. Człuchów,człuchowski,pomorskie,70,344,2011,627,8,159,5,8,1127,4,7
gm. Debrzno,człuchowski,pomorskie,74,175,1460,572,3,92,1,6,1132,5,7
gm. Koczała,człuchowski,pomorskie,40,79,518,271,3,41,3,1,453,1,2
gm. Przechlewo,człuchowski,pomorskie,62,202,1191,530,4,102,2,3,781,3,4
gm. Rzeczenica,człuchowski,pomorskie,40,94,725,277,3,34,2,0,409,0,1
m. Pruszcz Gdański,gdański,pomorskie,350,1009,4022,2731,34,250,22,25,7020,17,25
gm. Cedry Wielkie,gdański,pomorskie,62,175,1097,491,6,53,2,3,986,2,4
gm. Kolbudy,gdański,pomorskie,196,642,2339,1642,17,181,9,20,4227,12,22
gm. Pruszcz Gdański,gdański,pomorskie,326,1126,4014,3071,32,328,18,30,6617,18,44
gm. Przywidz,gdański,pomorskie,66,173,1114,396,3,57,3,5,917,1,6
gm. Pszczółki,gdański,pomorskie,103,323,1557,826,7,98,5,9,1615,9,14
gm. Suchy Dąb,gdański,pomorskie,38,106,691,268,2,38,1,3,588,1,1
gm. Trąbki Wielkie,gdański,pomorskie,86,357,1783,764,5,102,3,6,1398,7,7
gm. Chmielno,kartuski,pomorskie,48,215,1899,704,2,70,8,2,824,1,5
gm. Kartuzy,kartuski,pomorskie,272,955,7068,3270,25,302,14,19,4546,26,32
gm. Przodkowo,kartuski,pomorskie,87,414,2188,804,9,96,7,5,1057,3,10
gm. Sierakowice,kartuski,pomorskie,91,568,6033,1240,8,159,15,15,1602,6,8
gm. Somonino,kartuski,pomorskie,54,247,2401,981,13,100,3,1,979,2,3
gm. Stężyca,kartuski,pomorskie,74,292,2757,857,7,111,5,4,1208,5,8
gm. Sulęczyno,kartuski,pomorskie,45,110,1624,367,3,65,0,3,715,1,6
gm. Żukowo,kartuski,pomorskie,370,1501,6472,4185,30,391,27,37,7548,28,53
m. Kościerzyna,kościerski,pomorskie,212,636,4349,2286,7,213,11,15,3708,11,22
gm. Dziemiany,kościerski,pomorskie,32,151,1268,313,2,74,2,3,487,3,3
gm. Karsin,kościerski,pomorskie,52,231,1648,473,4,65,3,6,869,3,5
gm. Kościerzyna,kościerski,pomorskie,139,420,3813,1683,7,164,11,4,1876,9,30
gm. Liniewo,kościerski,pomorskie,31,120,1150,334,1,60,0,2,426,0,4
gm. Lipusz,kościerski,pomorskie,21,152,1056,326,3,48,0,1,412,2,7
gm. Nowa Karczma,kościerski,pomorskie,44,209,1645,562,7,73,4,4,620,1,3
gm. Stara Kiszewa,kościerski,pomorskie,51,238,1642,500,1,98,3,3,689,1,4
m. Kwidzyn,kwidzyński,pomorskie,481,1093,5975,2527,25,326,17,26,6975,26,32
gm. Gardeja,kwidzyński,pomorskie,72,250,1725,400,5,71,3,1,617,2,6
gm. Kwidzyn,kwidzyński,pomorskie,102,319,2061,704,7,112,2,5,1412,7,13
gm. Prabuty,kwidzyński,pomorskie,103,433,2388,661,11,109,1,11,1539,6,8
gm. Ryjewo,kwidzyński,pomorskie,52,100,907,336,4,72,3,5,694,3,6
gm. Sadlinki,kwidzyński,pomorskie,44,196,1240,306,5,46,6,5,571,2,3
m. Lębork,lęborski,pomorskie,455,1041,5415,2632,30,257,11,16,6465,20,40
m. Łeba,lęborski,pomorskie,119,240,1167,577,5,65,7,5,1770,3,3
gm. Cewice,lęborski,pomorskie,61,206,1491,497,3,54,4,3,820,3,3
gm. Nowa Wieś Lęborska,lęborski,pomorskie,149,389,2306,1012,11,151,9,5,1842,4,11
gm. Wicko,lęborski,pomorskie,105,193,877,441,2,68,2,3,839,1,3
m. Malbork,malborski,pomorskie,450,971,5501,3002,19,312,17,26,7437,15,43
gm. Lichnowy,malborski,pomorskie,32,116,735,308,0,58,1,2,460,2,4
gm. Malbork,malborski,pomorskie,39,127,655,380,2,68,2,1,727,2,3
gm. Miłoradz,malborski,pomorskie,23,126,592,265,2,31,1,1,346,0,0
gm. Nowy Staw,malborski,pomorskie,66,199,1158,526,6,80,0,1,849,3,4
gm. Stare Pole,malborski,pomorskie,39,89,707,339,2,44,1,1,674,5,3
m. Krynica Morska,nowodworski,pomorskie,48,97,660,331,1,63,0,3,1136,0,2
gm. Nowy Dwór Gdański,nowodworski,pomorskie,162,403,2730,1242,10,151,8,10,2831,13,15
gm. Ostaszewo,nowodworski,pomorskie,33,95,570,197,3,34,0,0,383,2,2
gm. Stegna,nowodworski,pomorskie,151,362,1969,882,14,165,9,4,2176,9,6
gm. Sztutowo,nowodworski,pomorskie,68,143,635,375,5,69,2,4,1054,5,4
m. Hel,pucki,pomorskie,82,162,613,399,1,40,3,2,1178,9,5
gm. Jastarnia,pucki,pomorskie,121,262,1508,920,6,86,2,3,2898,7,10
m. Puck,pucki,pomorskie,124,246,1773,991,9,116,3,5,2280,9,6
gm. Władysławowo,pucki,pomorskie,311,846,4198,2953,33,273,6,20,6156,21,19
gm. Kosakowo,pucki,pomorskie,269,657,2249,1829,16,162,8,22,4039,8,28
gm. Krokowa,pucki,pomorskie,164,407,2819,1278,13,164,11,10,2500,7,13
gm. Puck,pucki,pomorskie,229,839,5783,2544,15,266,7,21,3123,12,29
m. Ustka,słupski,pomorskie,271,381,2950,1007,15,147,10,17,3787,9,14
gm. Damnica,słupski,pomorskie,68,124,1068,291,2,64,1,3,690,1,3
gm. Dębnica Kaszubska,słupski,pomorskie,140,202,1580,484,6,120,3,6,1135,4,3
gm. Główczyce,słupski,pomorskie,135,188,1400,422,4,104,3,3,845,5,3
gm. Kępice,słupski,pomorskie,137,192,1234,471,4,112,2,5,1211,6,4
gm. Kobylnica,słupski,pomorskie,179,334,1814,811,8,144,6,10,2208,3,5
gm. Potęgowo,słupski,pomorskie,82,120,1068,365,3,80,3,3,706,6,4
gm. Słupsk,słupski,pomorskie,262,437,2490,1126,9,183,7,16,3199,9,17
gm. Smołdzino,słupski,pomorskie,82,60,658,210,3,58,2,4,620,1,1
gm. Ustka,słupski,pomorskie,200,281,1869,818,7,158,3,18,2326,6,7
gm. Czarna Woda,starogardzki,pomorskie,24,99,823,242,2,29,9,1,364,5,2
m. Skórcz,starogardzki,pomorskie,23,85,795,246,4,36,2,0,438,3,2
m. Starogard Gdański,starogardzki,pomorskie,488,1109,9267,3259,29,412,22,29,6710,12,43
gm. Bobowo,starogardzki,pomorskie,26,100,767,193,0,40,0,0,200,1,3
gm. Kaliska,starogardzki,pomorskie,27,132,1198,463,5,74,2,2,506,4,1
gm. Lubichowo,starogardzki,pomorskie,45,166,1546,473,10,86,6,8,789,4,6
gm. Osieczna,starogardzki,pomorskie,17,102,851,146,3,35,2,1,281,0,1
gm. Osiek,starogardzki,pomorskie,26,71,652,169,4,56,0,1,406,3,1
gm. Skarszewy,starogardzki,pomorskie,73,415,3019,894,6,127,6,10,1515,7,14
gm. Skórcz,starogardzki,pomorskie,25,166,1187,194,3,63,2,3,290,1,2
gm. Smętowo Graniczne,starogardzki,pomorskie,36,162,1187,321,6,66,5,5,419,4,1
gm. Starogard Gdański,starogardzki,pomorskie,177,527,3443,1356,15,198,10,9,1966,7,25
gm. Zblewo,starogardzki,pomorskie,82,301,2642,742,3,207,6,20,1074,5,12
m. Tczew,tczewski,pomorskie,577,1959,10180,4612,40,474,21,32,9662,36,69
gm. Gniew,tczewski,pomorskie,117,424,2999,990,10,184,7,10,1591,6,15
gm. Morzeszczyn,tczewski,pomorskie,22,87,769,188,2,37,0,1,294,3,1
gm. Pelplin,tczewski,pomorskie,133,443,3207,1106,12,169,3,12,1632,8,20
gm. Subkowy,tczewski,pomorskie,49,196,1020,423,4,68,0,6,604,4,8
gm. Tczew,tczewski,pomorskie,131,550,2562,1246,3,163,8,10,2071,7,25
m. Reda,wejherowski,pomorskie,342,1015,3607,2510,19,252,17,22,5305,21,32
m. Rumia,wejherowski,pomorskie,702,1877,7516,4532,52,449,34,41,10725,40,63
m. Wejherowo,wejherowski,pomorskie,555,1524,7845,3835,45,344,24,40,8490,28,62
gm. Choczewo,wejherowski,pomorskie,92,216,1111,612,4,74,1,5,1592,1,5
gm. Gniewino,wejherowski,pomorskie,61,251,1259,421,4,69,3,2,935,3,1
gm. Linia,wejherowski,pomorskie,40,165,1845,462,1,48,4,2,451,1,3
gm. Luzino,wejherowski,pomorskie,123,650,3823,1150,19,160,12,12,1655,6,14
gm. Łęczyce,wejherowski,pomorskie,109,349,2475,885,7,150,11,10,1149,3,10
gm. Szemud,wejherowski,pomorskie,160,672,3648,1586,10,160,14,16,2712,7,9
gm. Wejherowo,wejherowski,pomorskie,241,993,4733,2305,17,213,17,12,3844,21,30
gm. Dzierzgoń,sztumski,pomorskie,104,190,1631,563,6,85,4,1,1126,3,9
gm. Mikołajki Pomorskie,sztumski,pomorskie,39,68,750,200,1,33,0,2,281,2,4
gm. Stary Dzierzgoń,sztumski,pomorskie,24,72,746,156,2,49,1,1,377,1,1
gm. Stary Targ,sztumski,pomorskie,53,76,1069,405,1,59,4,0,493,4,2
gm. Sztum,sztumski,pomorskie,234,414,2916,1318,12,201,7,16,3222,7,18
m. Gdańsk,Gdańsk,pomorskie,7998,15805,65172,41939,374,4040,284,461,122183,533,797
m. Gdynia,Gdynia,pomorskie,4150,8133,33709,20951,171,1997,137,239,64632,247,355
m. Słupsk,Słupsk,pomorskie,1603,2424,13943,5261,65,883,37,45,18403,59,79
m. Sopot,Sopot,pomorskie,624,1063,5159,3001,35,332,21,38,11630,47,62
m. Będzin,będziński,śląskie,943,1558,9162,3891,45,514,20,28,10876,34,65
m. Czeladź,będziński,śląskie,512,932,5213,2439,20,274,16,28,6469,30,42
m. Wojkowice,będziński,śląskie,178,294,1596,817,5,93,7,9,2146,6,20
gm. Bobrowniki,będziński,śląskie,180,421,2413,1030,9,137,12,10,2265,6,13
gm. Mierzęcice,będziński,śląskie,106,275,1634,661,10,113,4,6,1177,9,15
gm. Psary,będziński,śląskie,179,371,2226,1022,10,186,4,11,2657,11,10
gm. Siewierz,będziński,śląskie,136,502,3014,1011,11,187,8,4,1791,12,24
m. Sławków,będziński,śląskie,88,270,1587,568,7,56,7,4,1104,2,9
m. Szczyrk,bielski,śląskie,63,217,1702,493,8,48,1,7,826,6,6
gm. Bestwina,bielski,śląskie,98,516,2685,1025,7,188,13,10,1907,1,11
gm. Buczkowice,bielski,śląskie,95,490,2912,873,10,122,3,12,1439,2,14
gm. Czechowice-Dziedzice,bielski,śląskie,478,1883,9429,4091,37,444,35,25,7128,30,51
gm. Jasienica,bielski,śląskie,208,949,5689,2298,24,223,10,22,3605,15,21
gm. Jaworze,bielski,śląskie,97,320,1217,692,6,91,4,4,1767,9,7
gm. Kozy,bielski,śląskie,132,520,3016,1266,7,126,9,7,2104,12,17
gm. Porąbka,bielski,śląskie,122,702,4174,1110,13,176,9,7,1964,6,11
gm. Wilamowice,bielski,śląskie,159,749,4839,1330,14,252,19,11,2170,8,12
gm. Wilkowice,bielski,śląskie,179,476,2872,1091,10,138,13,18,2572,8,12
m. Cieszyn,cieszyński,śląskie,511,1199,5620,3633,35,351,31,28,6216,15,47
m. Ustroń,cieszyński,śląskie,207,519,2933,1898,12,161,7,12,3480,9,18
m. Wisła,cieszyński,śląskie,102,412,1162,1486,7,133,5,14,2310,8,14
gm. Brenna,cieszyński,śląskie,106,512,2832,921,5,110,8,7,1492,9,14
gm. Chybie,cieszyński,śląskie,76,370,2539,687,8,102,6,6,1039,4,10
gm. Dębowiec,cieszyński,śląskie,64,196,1164,666,4,77,2,4,781,4,7
gm. Goleszów,cieszyński,śląskie,165,556,1851,1663,12,174,7,11,2362,10,16
gm. Hażlach,cieszyński,śląskie,120,457,2305,1191,9,115,6,13,1220,9,15
gm. Istebna,cieszyński,śląskie,47,441,4177,580,7,102,7,4,828,6,6
gm. Skoczów,cieszyński,śląskie,288,1059,5498,2598,19,222,14,22,3374,13,33
gm. Strumień,cieszyński,śląskie,119,579,3307,1181,11,119,5,9,1490,6,15
gm. Zebrzydowice,cieszyński,śląskie,153,566,3051,1055,14,162,15,10,1606,6,21
gm. Blachownia,częstochowski,śląskie,133,412,2559,1070,8,142,10,7,2206,5,20
gm. Dąbrowa Zielona,częstochowski,śląskie,43,99,1194,234,2,72,3,3,348,4,3
gm. Janów,częstochowski,śląskie,59,215,1885,363,3,71,3,12,590,3,9
gm. Kamienica Polska,częstochowski,śląskie,62,154,1203,436,5,76,1,4,948,3,5
gm. Kłomnice,częstochowski,śląskie,144,457,3666,984,4,225,9,8,1436,10,20
gm. Koniecpol,częstochowski,śląskie,73,256,2807,552,6,131,7,2,812,6,11
gm. Konopiska,częstochowski,śląskie,105,337,2339,901,7,150,4,11,1536,6,10
gm. Kruszyna,częstochowski,śląskie,52,167,1376,364,3,59,2,5,422,5,5
gm. Lelów,częstochowski,śląskie,34,141,1670,242,4,88,3,0,343,4,4
gm. Mstów,częstochowski,śląskie,109,412,3108,832,8,150,10,6,1202,6,11
gm. Mykanów,częstochowski,śląskie,112,557,4314,993,15,313,8,4,1829,7,19
gm. Olsztyn,częstochowski,śląskie,80,233,1935,745,6,144,5,6,1153,6,10
gm. Poczesna,częstochowski,śląskie,165,443,2886,1079,11,150,7,5,2070,10,15
gm. Przyrów,częstochowski,śląskie,31,124,1094,208,4,70,1,4,337,1,3
gm. Rędziny,częstochowski,śląskie,102,386,2480,651,6,138,2,5,1289,5,11
gm. Starcza,częstochowski,śląskie,34,82,760,214,2,53,0,3,361,1,2
m. Knurów,gliwicki,śląskie,352,1495,7849,2991,33,326,16,26,5091,24,30
m. Pyskowice,gliwicki,śląskie,185,574,2859,1575,13,158,9,19,2442,6,15
gm. Gierałtowice,gliwicki,śląskie,81,511,2841,1090,13,139,13,11,1717,8,10
gm. Pilchowice,gliwicki,śląskie,102,347,2448,1029,7,114,10,7,1860,8,18
gm. Rudziniec,gliwicki,śląskie,83,348,2015,946,10,85,2,7,1257,8,13
gm. Sośnicowice,gliwicki,śląskie,72,336,1432,735,2,69,8,4,1307,6,12
gm. Toszek,gliwicki,śląskie,51,306,1991,770,8,98,5,7,869,8,12
gm. Wielowieś,gliwicki,śląskie,32,216,1225,406,2,63,3,2,457,1,6
gm. Kłobuck,kłobucki,śląskie,293,689,4487,1692,17,305,11,15,3257,13,28
gm. Krzepice,kłobucki,śląskie,63,259,2535,623,10,179,2,3,1042,1,13
gm. Lipie,kłobucki,śląskie,45,181,1919,359,2,136,1,2,556,1,8
gm. Miedźno,kłobucki,śląskie,34,259,2435,513,8,116,9,7,594,1,11
gm. Opatów,kłobucki,śląskie,54,236,1698,546,5,198,0,7,640,7,9
gm. Panki,kłobucki,śląskie,48,168,1210,443,5,104,4,2,551,6,3
gm. Popów,kłobucki,śląskie,46,175,1627,430,2,118,3,9,598,1,10
gm. Przystajń,kłobucki,śląskie,47,150,1495,449,7,132,1,5,591,2,12
gm. Wręczyca Wielka,kłobucki,śląskie,154,580,4095,1431,16,357,7,23,2111,7,29
m. Lubliniec,lubliniecki,śląskie,239,723,4655,2108,28,228,20,16,3533,11,37
gm. Boronów,lubliniecki,śląskie,19,78,882,302,2,32,0,2,367,2,0
gm. Ciasna,lubliniecki,śląskie,55,214,1469,582,6,93,1,4,704,5,9
gm. Herby,lubliniecki,śląskie,78,204,1537,547,6,79,5,13,1016,4,7
gm. Kochanowice,lubliniecki,śląskie,45,180,1594,506,2,59,4,8,535,6,4
gm. Koszęcin,lubliniecki,śląskie,83,367,3053,923,7,89,12,10,1186,5,8
gm. Pawonków,lubliniecki,śląskie,24,221,1379,508,7,69,5,7,498,1,7
gm. Woźniki,lubliniecki,śląskie,66,296,2533,703,7,104,7,14,935,5,14
m. Łaziska Górne,mikołowski,śląskie,208,853,4427,1884,28,184,11,40,3209,18,26
m. Mikołów,mikołowski,śląskie,392,1368,7642,3865,37,372,18,32,7595,31,58
m. Orzesze,mikołowski,śląskie,178,940,5004,1620,24,216,11,38,2636,13,26
gm. Ornontowice,mikołowski,śląskie,41,277,1537,508,10,57,7,2,620,2,2
gm. Wyry,mikołowski,śląskie,92,382,1784,781,16,92,7,14,1327,4,14
m. Myszków,myszkowski,śląskie,404,1061,7004,2186,20,312,17,26,4411,18,43
gm. Koziegłowy,myszkowski,śląskie,104,512,3936,1050,13,191,5,11,1475,3,11
gm. Niegowa,myszkowski,śląskie,23,179,2185,227,0,96,1,4,323,4,7
gm. Poraj,myszkowski,śląskie,133,318,2291,905,10,153,7,6,1903,9,6
gm. Żarki,myszkowski,śląskie,79,267,2323,595,5,110,1,10,955,4,11
gm. Goczałkowice-Zdrój,pszczyński,śląskie,79,237,1643,691,9,88,3,3,994,8,16
gm. Kobiór,pszczyński,śląskie,48,201,1340,396,7,79,6,4,631,2,7
gm. Miedźna,pszczyński,śląskie,93,788,4870,901,14,136,5,6,1424,3,23
gm. Pawłowice,pszczyński,śląskie,139,797,5147,1223,21,191,16,15,1502,10,20
gm. Pszczyna,pszczyński,śląskie,558,1977,12743,4250,60,581,36,44,7359,33,77
gm. Suszec,pszczyński,śląskie,73,666,3320,875,13,139,8,10,1116,1,13
m. Racibórz,raciborski,śląskie,522,1704,9433,3961,33,435,38,29,7677,30,56
gm. Kornowac,raciborski,śląskie,28,229,1381,319,6,51,3,0,471,0,5
gm. Krzanowice,raciborski,śląskie,37,184,918,394,3,38,5,1,569,4,4
gm. Krzyżanowice,raciborski,śląskie,65,419,1927,832,6,91,8,8,1193,6,7
gm. Kuźnia Raciborska,raciborski,śląskie,74,389,1788,923,7,72,5,7,1208,7,19
gm. Nędza,raciborski,śląskie,50,281,1336,516,7,45,1,6,733,4,8
gm. Pietrowice Wielkie,raciborski,śląskie,49,169,1308,500,9,72,0,3,614,0,6
gm. Rudnik,raciborski,śląskie,21,134,1017,357,1,42,3,2,376,3,1
